attendance,study_hours,assignment_score,lms_activity,academic_index,dropout
75.32857345471163,5.7860404066022415,93.03122582662787,1718.0007967102133,7.241684152002634,0
65.50047817491561,6.296008253435216,88.72611666876467,31.346301782375807,5.9270766032942745,0
66.98389661065676,3.3272989363330243,94.70670653377871,266.1936558571938,5.986383782001531,0
92.73996428069216,6.032937808852223,57.6528174469973,109.03562185769157,6.096994686451673,0
78.99938334672416,1.717212804353596,28.11107706376065,6.211797742545639,4.178134825088419,1
80.00079713097944,0.2993085409661583,71.66474826804667,3.371319234837974,5.381590846994612,1
80.21368674639805,14.442677246036668,23.05843685640032,57.58921683483974,5.373362908569018,1
45.59736235280028,0.9458015194435304,90.93567253271094,980.5979760478144,5.136843810061599,1
42.26081663268161,9.095578399135356,59.053660959254046,8.727232689820367,4.375963950343332,1
61.97890418366568,3.5998557791091184,38.08094202643509,20.09786273058048,3.9916189374158817,1
95.01169020769936,13.512446684647673,20.84059244175989,469.2871273541994,6.011573613702637,0
30.69201209283139,3.0221243627678755,72.18114206491009,28.55007383276171,3.709602218853727,1
36.29455362787675,12.337337660334722,75.53490105011305,540.7647237091866,5.221945304506527,1
89.51401874984487,1.7760622916151236,95.19933400290708,851.9062129620621,7.040100105723551,0
63.99347412265456,3.358128052997982,52.95303367382005,50.21824162549236,4.509251901233328,1
91.37849143641428,13.671840914635856,38.67263492302988,233.7664875147925,6.299386040368448,0
51.51337572056195,9.876078632758404,42.62761944154413,252.6685772010631,4.453305763945174,1
57.15758823129925,5.457532457104068,74.20278620749018,32.29074584499234,5.074285734109578,1
70.70120200586636,8.58675730383544,90.19387144647855,47.10411796876697,6.4160920129969385,0
37.95810263610706,1.1499327930039316,82.32271607495446,63.17968564188583,4.134588709814252,1
83.75161293594334,8.762142266263714,57.342853969186514,96.9351699903158,5.995031948134858,0
51.87962278621048,3.042134436775235,98.27270181587804,185.12025076665023,5.420139534985609,1
75.22073218265996,5.724735477672848,47.85761600787357,20.39346262502324,5.027228046622402,1
32.28892418972286,12.644609600626362,39.14776274957702,111.48174300968608,3.786191681643704,1
41.64769038521902,14.69345630599259,83.32593723702273,2398.3328908308445,6.834197808534123,0
60.12121226696721,1.666030780055459,27.46487289737038,167.7324371766694,3.4792639741936804,1
45.94645290051036,0.7676458525316077,48.22662715513023,20.54540204072459,3.3716942169478443,1
97.64152262613982,13.108093867357343,41.58382389103772,247.18903659980435,6.587579526812362,0
93.34575860245792,11.683214831867827,69.66777654168703,196.05637733993484,7.090213312205677,0
90.5964039146555,8.166904498245453,53.487806951646846,350.75521156389595,6.220558420742119,0
32.25139476619952,11.946041215416502,82.60530918738532,963.9750961282754,5.444806735875328,0
85.96484255322603,11.067224711237538,23.97305622865793,50.701743768742375,5.289858731996904,1
93.43088581274924,3.6421430249865177,25.07459889891865,332.7453409096659,5.020060372431014,1
79.27533315277995,13.287719691744282,55.07484540286556,1641.251086778109,6.972656200760647,0
46.07987126773585,10.63761409793217,92.23569023295616,344.2553879663429,5.846154661474508,0
58.80049193956901,2.5965429755284,64.52557455666195,96.07729186792363,4.59547985776942,1
98.50507731098492,12.895224052670777,36.68254470432865,4271.37098619735,8.46588733193501,0
53.03321720491536,6.911045175623689,57.30019209127132,17.531494849543446,4.540204715921894,1
71.6870350065854,0.3003521143718801,67.51004458077122,35.134578055929175,4.940385238151706,1
67.50924386235047,6.060989608558743,76.84775952030154,238.88863973762727,5.7313458208277535,0
62.27671688898201,2.844133489694798,53.55390643804878,3624.770665793977,6.194484550567212,0
45.80597633428318,13.755203476260462,92.36515668646992,3.109188017759095,5.980268695600351,0
94.43870763356924,1.126340659830101,24.65068331786232,354.1856972579421,4.80679571949062,1
72.75759892803163,12.379254419840812,24.8892586912537,6.046017143638539,4.897930168414777,1
45.406434510849465,2.044635507512756,50.33457407665469,156.52278372605548,3.6090195453479215,1
32.74992198289502,14.62598702468608,91.27236856017625,505.671022285252,5.763602149732322,0
68.35227044139623,7.211061980931911,79.12764724711201,48.83310994493716,5.853442988134869,0
36.31307019851984,8.466905495367527,69.91749635124827,447.6116809992423,4.620544088514616,1
87.26477960365241,5.440924345615642,23.08252941972873,40.65682472804498,4.747487913663545,1
77.84987068222242,3.52299887432703,90.62140667196702,193.74375338611696,6.28180879157367,0
95.5079593141592,14.911223256539005,53.86388282355985,1368.8628172819597,7.611788591568043,0
36.29377440549376,0.6109966032098835,27.565590028715437,215.86069342240796,2.4477486841134053,1
30.93503275753527,14.20896499645261,46.082015408708976,341.81596851774987,4.211666256466817,1
45.127871092997104,5.0443159089501695,75.56678987343298,337.7886982268219,4.745444479931302,1
56.85951890680138,14.447083350881254,55.3678552733172,22.004582318996928,5.391127040719195,1
81.62735716782457,9.589094187490163,68.78230386847622,720.6529769813735,6.647799310006973,0
47.853798606134944,12.786336416043364,61.41986598107162,21.126670189636418,5.045944900376701,1
47.87789577718021,1.0878671913803832,44.69676294606625,229.899658309898,3.4797552677621835,1
46.72511525084131,10.106000501968458,62.19946616149932,112.36787174356316,4.80177258094726,1
37.45647062148422,11.48081668489736,96.75844586705584,681.1699733389762,5.889678856030268,0
42.759291533868826,8.433519016206784,79.83220148159981,34.240295849809165,4.96580975534833,1
92.50526332511524,7.043940074019213,98.07827388915295,113.12298269358092,7.40351424842791,0
34.18161804845777,13.205845285269216,70.72057626534921,99.87102631859943,4.859402051585008,1
41.61744631111601,10.949719724709364,71.50821482854127,129.59144224519494,4.969711990894413,1
32.59087458122217,5.633205684492792,49.17260641314922,261.33825911583034,3.4728028736505574,1
79.05974116799064,11.461351810679693,43.39816023162893,770.2331083235583,5.995586188898242,0
99.7654764764914,12.463697083800142,54.41070567010578,2450.31488586374,8.094467380474713,0
37.771903215612426,1.791255504411033,32.929035320749534,138.15690244965765,2.7469511899129158,1
80.71899638993912,2.5341578160223595,33.91949993562929,30.249147260818752,4.514885208899089,1
53.618937482477314,4.362342470852874,67.82730177441243,217.8041840714301,4.724712891652468,1
42.37793555161311,9.887471633911504,60.40505732102402,25.111193529303254,4.508571901851047,1
95.93075141742568,6.159676792101132,95.46751406634274,610.4945554201216,7.622470435607484,0
98.31541427741077,5.347567925632096,36.33566601728212,9.311881277640254,5.562099284816924,0
83.53361006440434,7.752543062046548,31.547727446631733,2229.6436995193067,6.177852381939434,0
